Comm_name,t_switch,t_target,M0,n_present,n_producers,output,P_final,glv1_failed,glv2_failed
comm_0,10.661720188925932,10.710016080646774,14.068027020801274,12,5,20.638659642506887,20.638659642506877,FALSE,FALSE
comm_1,10.110208860851605,10.137478699902225,9.818909988092749,10,3,13.265337437823401,13.265337437823414,FALSE,FALSE
comm_2,8.214519615,8.266519382,2.8690049104989175,11,5,11.07329074971188,11.073290749711882,FALSE,FALSE
comm_3,8.698742716061739,8.684232045989738,4.942256011,12,2,3.7825775887419435,3.7825775887419426,FALSE,FALSE
comm_4,10.841927787605803,10.913087722850657,7.298114488450864,9,2,2.4407423530229866,2.440742353022986,FALSE,FALSE
comm_5,10.836430764042234,10.721805903989438,8.272785018,9,3,3.2213190751208716,3.221319075120873,FALSE,FALSE
comm_6,9.847624277,9.961629037,5.628194920762989,12,2,5.702984123698084,5.702984123698081,FALSE,FALSE
comm_7,11.611991720857633,11.370046926944937,16.30332838844164,12,2,6.311689560025402,6.311689560025401,FALSE,FALSE
comm_8,8.795471738980835,9.016939919403809,3.8804827140447755,11,2,2.2372019495101494,2.23720195,FALSE,FALSE
comm_9,9.901479510691587,10.001909454268482,7.958559770925065,11,5,6.363473156274208,6.363473156274208,FALSE,FALSE
comm_10,9.252261468885091,9.268003131565193,7.240902869684627,8,3,4.812005246696007,4.812005246696009,FALSE,FALSE
comm_11,10.883333611476996,11.003718080351154,9.914917658777707,9,3,8.849979673,8.849979673298373,FALSE,FALSE
comm_12,7.701539523063763,7.633054267301351,4.0890006695085495,11,3,2.247488314283845,2.247488314283845,FALSE,FALSE
comm_13,6.900558865769243,7,2.3977347464033496,11,2,2.6579808028851826,2.6579808028851817,FALSE,FALSE
comm_14,11.484256168383295,11.60652580375012,12.394101192345193,12,2,3.1974485117750904,3.1974485117750904,FALSE,FALSE
comm_15,9.543305779714917,9.709514570054795,6.622549799057704,11,3,10.278325604282877,10.278325604282875,FALSE,FALSE
comm_16,11.509411470178298,10.945778939476583,14.862708178899501,11,4,4.547815385618952,4.547815385618952,FALSE,FALSE
comm_17,11.30638023082203,11.437660560439944,11.97896255242466,12,5,7.332210135,7.332210135071282,FALSE,FALSE
comm_18,9.742720800394451,9.638557962515007,10.284332770545957,8,3,5.727109951783712,5.7271099517837145,FALSE,FALSE
comm_19,9.326382503635312,9.399796927,5.618253618,12,2,3.0898056023159652,3.0898056023159644,FALSE,FALSE
comm_20,8.228191583584469,8.122399288868971,4.833505227508502,12,5,5.969284285212941,5.969284285212942,FALSE,FALSE
comm_21,12.101095533940153,12.168230897142477,21.196443133077395,12,5,5.728464701,5.728464700652671,FALSE,FALSE
comm_22,11.208575352139368,11.133103551182204,9.453627429127842,8,3,5.2168899287504775,5.216889928750482,FALSE,FALSE
comm_23,7.721928036262419,7.668381165997295,1.635726662,9,3,3.5256696919144774,3.525669691914478,FALSE,FALSE
comm_24,9.253997151636794,9.094998779722276,2.7042881249311996,11,4,4.869141677,4.869141676518503,FALSE,FALSE
comm_25,6.878570421495416,7,1.7791011274060657,9,5,7.271790933946797,7.2717909339467965,FALSE,FALSE
comm_26,12.181333016172982,11.736730450338202,13.422002183923457,11,5,12.85247215797548,12.85247215797548,FALSE,FALSE
comm_27,11.850360493851785,12.031994444183146,27.364847007588338,11,2,12.669759223212138,12.669759223212141,FALSE,FALSE
comm_28,9.494988059,9.584131006987212,8.850115141922217,12,3,15.405752962732763,15.40575296273277,FALSE,FALSE
