Comm_name,t_switch,M0,n_present,n_producers,output,P_final,glv1_failed,glv2_failed
comm_130,10.561278280162483,3.0504614665246166,9,2,2.4858536462562033,2.4858536462562033,FALSE,FALSE
comm_131,8.890044709,3.0504614665246166,12,5,3.975811283598583,3.9758112835985826,FALSE,FALSE
comm_132,10.731248749568508,3.0504614665246166,10,5,3.8041778403524455,3.804177840352446,FALSE,FALSE
comm_133,10.619618612128296,3.0504614665246166,10,4,5.246416948824432,5.246416948824432,FALSE,FALSE
comm_134,8.361723240589912,3.0504614665246166,8,2,0.5649914759081408,0.5649914759081409,FALSE,FALSE
comm_135,9.958359031,3.0504614665246166,10,4,3.659761501804482,3.6597615018044825,FALSE,FALSE
comm_136,10.592573581115191,3.0504614665246166,9,3,3.527892940785178,3.5278929407851773,FALSE,FALSE
comm_137,10.496710049729275,3.0504614665246166,12,4,1.959707386664705,1.959707386664705,FALSE,FALSE
comm_138,11.221624502903897,3.0504614665246166,10,4,4.219155750530398,4.219155750530398,FALSE,FALSE
comm_139,8.751151218299386,3.0504614665246166,9,3,4.729309512404955,4.729309512404955,FALSE,FALSE
comm_140,9.951541153,3.0504614665246166,10,5,2.307103512569301,2.307103512569301,FALSE,FALSE
comm_141,9.341537219072157,3.0504614665246166,10,6,3.802161384444157,3.802161384444157,FALSE,FALSE
comm_142,11.918098930212205,3.0504614665246166,12,3,1.9513439606343272,1.9513439606343277,FALSE,FALSE
comm_143,10.46446618740384,3.0504614665246166,9,4,2.1813001446383335,2.1813001446383344,FALSE,FALSE
comm_144,13.36392334455107,3.0504614665246166,8,2,1.7824525577325745,1.7824525577325745,FALSE,FALSE
comm_145,11.08881644932464,3.0504614665246166,8,3,3.360362410687433,3.3603624106874337,FALSE,FALSE
comm_146,9.312155185203236,3.0504614665246166,11,5,4.473993404395211,4.4739934043952125,FALSE,FALSE
comm_147,10.035166892718902,3.0504614665246166,10,3,3.2877536551945976,3.287753655194597,FALSE,FALSE
comm_148,11.805812177459998,3.0504614665246166,9,5,4.194132513428914,4.194132513428914,FALSE,FALSE
comm_149,8.442686091342246,3.0504614665246166,12,7,9.679842845005222,9.679842845005222,FALSE,FALSE
comm_150,12.08407176142478,3.0504614665246166,8,2,1.161485375786183,1.161485375786183,FALSE,FALSE
comm_151,10.355681210049983,3.0504614665246166,11,5,5.247995243628701,5.247995243628701,FALSE,FALSE
comm_152,9.769048136452948,3.0504614665246166,11,4,3.119916707869827,3.119916707869827,FALSE,FALSE
comm_153,9.488304072113891,3.0504614665246166,11,5,5.943973826087254,5.9439738260872526,FALSE,FALSE
comm_154,10.407445874871849,3.0504614665246166,11,6,2.8909484946466293,2.890948494646629,FALSE,FALSE
comm_155,9.577075372231633,3.0504614665246166,9,3,1.8862321975819203,1.8862321975819203,FALSE,FALSE
comm_156,9.195783652610944,3.0504614665246166,11,4,5.527333175,5.527333175113921,FALSE,FALSE
comm_157,12.274342517936368,3.0504614665246166,8,2,2.4591239858580547,2.4591239858580543,FALSE,FALSE
comm_158,9.655125130196256,3.0504614665246166,12,5,3.284751064,3.2847510639066995,FALSE,FALSE
comm_159,8.953108998164405,3.0504614665246166,9,4,7.265032870425352,7.265032870425351,FALSE,FALSE
comm_160,9.811507825,3.0504614665246166,12,6,8.844035644461744,8.844035644461744,FALSE,FALSE
comm_161,12.177751575678178,3.0504614665246166,8,1,0.8385879304808123,0.8385879304808121,FALSE,FALSE
comm_162,9.909974816703908,3.0504614665246166,8,2,4.713301887375145,4.713301887375144,FALSE,FALSE
comm_163,8.958475158985634,3.0504614665246166,12,7,15.50775467873391,15.507754678733912,FALSE,FALSE
comm_164,9.325196186175477,3.0504614665246166,8,3,9.138815026946824,9.138815026946826,FALSE,FALSE
